pmcid	pmcidTitle	table	column	description	geneSetSize	nOverlap	oddsRatio	pvalue	adjPvalue	geneSetHash
PMC10703419	Spatial transcriptomics reveals novel genes during the remodelling of the embryonic human arterial valves	pgen.1010777.s013.xlsx	Asp_clusters_5_6-Queen	mouse AV/OFT compared to ventricle [35] and our top 250 revealed a 20% overlap (**S4 Table**)  Comparisons between the valve cluster and published datasets.Sheet 1: comparison of top 250 DEGs from Queen data (this manuscript) to DeLaughter et al (2013). Shared genes are in red. Sheet 2: list of top 250 DEGs from Queen data (this manuscript) and Asp et al (2019) clusters 5 and 6. Sheet 3: comparison of top 30 DEGs from Queen data (this manuscript) to Asp et al (2019) clusters 5 and 6. Shared genes are in green. Sheet 4. comparison of top 250 DEGs from Queen data (this manuscript) to Asp et al (2019) clusters 5 and 6. Shared genes are in green.(XLSX)  Click here for additional data file	246	6	6.375234521575985	0.00035989392977230767	0.012979648464072499	a3b43623-f63e-523f-a7fa-002be36cc1ba
PMC10703419	Spatial transcriptomics reveals novel genes during the remodelling of the embryonic human arterial valves	pgen.1010777.s013.xlsx	Asp_comparison_top_250-Queen	mouse AV/OFT compared to ventricle [35] and our top 250 revealed a 20% overlap (**S4 Table**)  Comparisons between the valve cluster and published datasets.Sheet 1: comparison of top 250 DEGs from Queen data (this manuscript) to DeLaughter et al (2013). Shared genes are in red. Sheet 2: list of top 250 DEGs from Queen data (this manuscript) and Asp et al (2019) clusters 5 and 6. Sheet 3: comparison of top 30 DEGs from Queen data (this manuscript) to Asp et al (2019) clusters 5 and 6. Shared genes are in green. Sheet 4. comparison of top 250 DEGs from Queen data (this manuscript) to Asp et al (2019) clusters 5 and 6. Shared genes are in green.(XLSX)  Click here for additional data file	246	6	6.375234521575985	0.00035989392977230767	0.012979648464072499	a3b43623-f63e-523f-a7fa-002be36cc1ba
PMC6988219	Identifying critical state of complex diseases by single-sample Kullback–Leibler divergence	12864_2020_6490_MOESM2_ESM.xlsx	LUAD-HRG	instance, the miR-195 axis regulates lung squamous cell carcinoma (LUSC) progression through BIRC5 [39]. CCNA**2**  Additional file 2. The signaling genes of LUSC, LUAD, STAD, THCA and COAD	246	6	6.375234521575985	0.00035989392977230767	0.012979648464072499	cdebb425-0f48-5a7a-b194-4a7c54ab7c52
PMC3137633	An Integrated Bioinformatics Approach Identifies Elevated Cyclin E2 Expression and E2F Activity as Distinct Features of Tamoxifen Resistant Breast Tumors	pone.0022274.s002.xls	GSE9893_DEG-Unnamed_2	same analysis protocol. The full list of the DE genes can be found in **Table S1**  Differentially expressed genes between tamoxifen resistant and sensitive tumors in each data set (adjusted p value<0.05).(XLS)  Click here for additional data file	246	6	6.375234521575985	0.00035989392977230767	0.012979648464072499	14fe92cb-c316-591c-892c-979dc88de7d7
PMC9525113	HDACi promotes inflammatory remodeling of the tumor microenvironment to enhance epitope spreading and antitumor immunity	jci-132-159283-s101.csv	Unnamed_7	Supplemental table 1	246	6	6.375234521575985	0.00035989392977230767	0.012979648464072499	924245cc-2b26-5ecd-b4df-a79a9d2f93f5
PMC11252802	Single-cell analysis of treatment-resistant prostate cancer: Implications of cell state changes for cell surface antigen–targeted therapies	pnas.2322203121.sd15.xlsx	Sheet1-Unnamed_75		246	6	6.375234521575985	0.00035989392977230767	0.012979648464072499	814b6eab-76f7-56a4-9cec-6b3b3d60315c
PMC9271073	Multi-modal molecular programs regulate melanoma cell state	41467_2022_31510_MOESM15_ESM.xlsx	Figure_S6a-Supplementary_Figure_6a_z-scored_expression_values		246	6	6.375234521575985	0.00035989392977230767	0.012979648464072499	77504099-53a6-5661-bdd4-1c2203e7ef35
PMC9271073	Multi-modal molecular programs regulate melanoma cell state	41467_2022_31510_MOESM15_ESM.xlsx	Figure_1a-Figure_1a_z-scored_expression_data		246	6	6.375234521575985	0.00035989392977230767	0.012979648464072499	77504099-53a6-5661-bdd4-1c2203e7ef35
PMC9271073	Multi-modal molecular programs regulate melanoma cell state	41467_2022_31510_MOESM9_ESM.csv	Supplementary_Data_6_Multi-modal_regulation_summary_for_MEL_and_MES_genes	CNA, DNA methylation, protein levels, and miR and lncRNA expression (Supplementary Data 5 and **6**)  Supplementary Data 6	246	6	6.375234521575985	0.00035989392977230767	0.012979648464072499	77504099-53a6-5661-bdd4-1c2203e7ef35
PMC10804933	Single-Nuclei RNA Sequencing of 5 Regions of the Human Prenatal Brain Implicates Developing Neuron Populations in Genetic Risk for Schizophrenia	mmc1.xlsx	Table_S7-Unnamed_85		1141	13	2.978089395267309	0.0003601413215613468	0.01298736693970637	6667d0cd-1e62-5ba9-b112-95aaf2e54502
PMC9109599	Identification of a retinoic acid-dependent hemogenic endothelial progenitor from human pluripotent stem cells	EMS143927-supplement-Supplementary_Tables.xlsx	Table_3B-Unnamed_5		1141	13	2.978089395267309	0.0003601413215613468	0.01298736693970637	6d79b006-ef8b-5fa6-a33f-aa63df83e4b3
PMC3851248	Quantitative proteomics reveals regulatory differences in the chondrocyte secretome from human medial and lateral femoral condyles in osteoarthritic patients	1477-5956-11-43-S3.xlsx	172_common_e_vs_m_sup_tab_3-Unnamed_1	explants. In the supernatants of OA cartilage explant cultures we identified a total of **3**  Additional file 3: Table S3Proteins common for the combined OA explant seretome and the combined high Mankin scored monolayer secretomes  Click here for file	159	5	8.219641993226897	0.00036066645383069746	0.012998225865802437	9362c1aa-dbb6-5ac1-abce-14b8f3d61b06
PMC7670403	Germline AGO2 mutations impair RNA interference and human neurological development	41467_2020_19572_MOESM8_ESM.xlsx	Tabelle1-Supplementary_Data_4_List_of_164_commonly_differentially-expressed_genes_and_its_fold-changes_in_cases_2_3_and_14	2 and 3. All three AGO2-patients shared 164 commonly DE genes (Fig. 6a, b, **Supplementary Data 4**)  Supplementary Data 4	159	5	8.219641993226897	0.00036066645383069746	0.012998225865802437	34e3ae51-7b1a-5895-bbb9-348da46e6317
PMC7670403	Germline AGO2 mutations impair RNA interference and human neurological development	41467_2020_19572_MOESM8_ESM.xlsx	Tabelle1-Unnamed_1	2 and 3. All three AGO2-patients shared 164 commonly DE genes (Fig. 6a, b, **Supplementary Data 4**)  Supplementary Data 4	159	5	8.219641993226897	0.00036066645383069746	0.012998225865802437	34e3ae51-7b1a-5895-bbb9-348da46e6317
PMC9995364	Longitudinal single-cell profiling of chemotherapy response in acute myeloid leukemia	41467_2023_36969_MOESM9_ESM.xlsx	8-gene	treatment (n = 4 AML, 3–7 mice per condition, n = 96,931 cells) (Fig. **5**)  Supplementary Data 5	159	5	8.219641993226897	0.00036066645383069746	0.012998225865802437	6e56a020-b5e4-5b8f-a58c-addcfa075a5e
PMC10869556	Varying conjunctival immune response adaptations of house finch populations to a rapidly evolving bacterial pathogen	DataSheet_2.xlsx	Table_S16-Unnamed_1		159	5	8.219641993226897	0.00036066645383069746	0.012998225865802437	1d144b24-2cdf-52c4-938c-545ee1dfcd97
PMC10688958	TK1 expression influences pathogenicity by cell cycle progression, cellular migration, and cellular survival in HCC 1806 breast cancer cells	pone.0293128.s009.xlsx	S3_Figure-Unnamed_0	Data used for analyses.Data in experiments and analyses are provided for in this Excel file.(XLSX)  Click here for additional data file	159	5	8.219641993226897	0.00036066645383069746	0.012998225865802437	bb620c49-caf1-52ec-a8eb-36c3670d27dc
PMC8674955	A Ferroptosis-Related lncRNAs Signature Predicts Prognosis and Therapeutic Response of Gastric Cancer	Table1.XLSX	TableS1-regulator	Click here for additional data file	159	5	8.219641993226897	0.00036066645383069746	0.012998225865802437	7d5f8535-4bd1-53c8-9566-25d5808a7c80
PMC5513529	Cell specificity dictates similarities in gene expression in multiple sclerosis, Parkinson’s disease, and Alzheimer’s disease	pone.0181349.s001.xlsx	Microglia-MS	by using Disease/Normal ratios to remove the confound of age when comparing between diseases (**S1 Table**)  CNS cell type enriched genes and gene expression changes by disease.(XLSX)  Click here for additional data file	159	5	8.219641993226897	0.00036066645383069746	0.012998225865802437	177256cc-511c-58a2-ac8b-10269b7cff12
PMC6079003	ICAM1 expression is induced by proinflammatory cytokines and associated with TLS formation in aggressive breast cancer subtypes	41598_2018_29604_MOESM3_ESM.xlsx	Table_S9-Unnamed_12	Dataset2	159	5	8.219641993226897	0.00036066645383069746	0.012998225865802437	437449a0-04b1-5c67-aa60-19dd0b8fb710
PMC10691550	Single-cell transcriptome and metagenome profiling reveals the genetic basis of rumen functions and convergent developmental patterns in ruminants	Supplemental_Tables.xlsx	Table_S33-Unnamed_10	d42, d49, d56, and d90 was dissected from sheep and goats (Supplemental Fig. S1A; **Supplemental Table S1**)	159	5	8.219641993226897	0.00036066645383069746	0.012998225865802437	74a90bfa-e407-5540-aefb-19bca293ca0d
PMC9178395	Single‐cell RNA sequencing reveals the characteristics of cerebrospinal fluid tumour environment in breast cancer and lung cancer leptomeningeal metastases	CTM2-12-e885-s004.xlsx	Control_CSF_samples-Unnamed_56	of transitions from pro‐inflammatory monocytes to M2‐subtype macrophages showing anti‐inflammatory signatures (Figure 2A,B, Table **S3**)  Supporting Material  Click here for additional data file	159	5	8.219641993226897	0.00036066645383069746	0.012998225865802437	b7454cd6-e061-5a30-8c55-47fc6c46ef74
PMC10726128	Identification of a core EMT signature that separates basal-like breast cancers into partial- and post-EMT subtypes	Table_1.xlsx	Supplementary_Table_3-Unnamed_1	are “UV-response down”, “KRAS signaling up”, and “Epithelial Mesenchymal Transition” ( Figure 5A , **Supplementary Table 7**)  Complete list of enriched hallmarks identified by Gene Set Enrichment Analysis results from comparing basal-like breast cancers clustering either as EMT-up or partial-EMT in TCGA and Metabric  Click here for additional data file	159	5	8.219641993226897	0.00036066645383069746	0.012998225865802437	8f36cd2f-e7f7-5f11-8d96-be1757401ae7
PMC8739483	Molecular Subtypes Based on Cell Differentiation Trajectories in Head and Neck Squamous Cell Carcinoma: Differential Prognosis and Immunotherapeutic Responses	Table_1.xlsx	S1-id	hazards regression model. Finally, 12 hub genes were identified, and HCDscore were calculated ( **Table S9**)  Identification of hub cell differentiation-related genes using multivariate Cox regression  Click here for additional data file	159	5	8.219641993226897	0.00036066645383069746	0.012998225865802437	7e3f1f0d-d8d2-56e5-bcff-c0c21263ef52
PMC6330298	Digoxin, an Overlooked Agonist of RORγ/RORγT	Table_2.XLS	Common_part_1693-Gene_stable_ID	IL17F and is considered a signature transcription factor of these cells (Crome et al., **2**)  Click here for additional data file	1297	14	2.821422216950359	0.000360692980181574	0.012998225865802437	785b3d69-0966-5c0f-bfec-c4f5371c0388
PMC5309794	Microenvironment-derived factors driving metastatic plasticity in melanoma	ncomms14343-s4.xlsx	Human_melanoma_RNK-Rank_ordered_genes_representing_invasive_versus_proliferative_gene_signatures_of_human_melanoma_from_Verfaillie_et_al_Nat_Commun_2015_Apr_9_6_6683	Supplementary Data 3GSEA comparing the in vivo ZMEL1 signature to human melanomas with the invasive or proliferative gene signature	1298	14	2.821422216950359	0.000360692980181574	0.012998225865802437	c891d6c3-2f86-5883-9967-ea7b598b15c4
PMC9314261	Food-seeking behavior is triggered by skin ultraviolet exposure in males	42255_2022_587_MOESM10_ESM.xls	Sheet0-Supplementary_Table_5_Predicted_updtrem_regulators_of_UVB_effect_IPA_analysis	as potential regulators of the UVB effect in both males and females (Supplementary Table **5**)  Predicted upstream regulators of UVB effect	1303	14	2.821422216950359	0.000360692980181574	0.012998225865802437	149bd610-4219-5b40-b8d0-b5400637938e
PMC8028707	Gene expression profiles underlying aggressive behavior in the prefrontal cortex of cattle	12864_2021_7505_MOESM1_ESM.xlsx	Supp_T5_Up_DownDEG-Unnamed_1	Post mortem PFC tissue samples were collected (in May 20**1**)  Additional file 1: Table S1. Gene-list of the different studies containing the total number of genes associated with aggressive behavior across gene sets. Table S2.:= Lists of Significant genes in human evolution (from Zanella et al. 2019). Table S3. Summary statistics per sample of the RNA-seq analysis of aggressive (Lidia breed) and non-aggressive (Wagyu breed) groups. Table S4. Gene list report on the 918 up-regulated and 278 down-regulated (0.1 ≤ Log2FC ≤ 0.1) sequences in the aggressive Lidia breed. Table S5. List of the significantly overrepresented Ingenuity Pathway Analysis (IPA) gene ontology terms for the three main family categories in the up and down-regulated genes in the aggressive group. Table S6. Regulatory network of genes differentially expressed (P-value ≤ 0.01 ) in up and down regulated differentially expressed genes (DEG) in the aggressive Lidia breed	847	11	3.3946053946053945	0.00036129454674001824	0.013016211041724712	7abec403-dd14-51b8-b5b2-0c6191f6f71b
PMC8566729	Systematic Review and Bioinformatic Analysis of microRNA Expression in Autism Spectrum Disorder Identifies Pathways Associated With Cancer, Metabolism, Cell Signaling, and Cell Adhesion	Table_8.xlsx	hsa-miR-193b-3p-853_Validated_target_genes_of_hsa-miR-193b-3p_in_miRTarbase	(Supplementary Materials 7–9), and miR-92a-3p has the most target ASD risk genes (Table 1, **Supplementary Material 8**)  Click here for additional data file	847	11	3.3946053946053945	0.00036129454674001824	0.013016211041724712	cff130f4-72e9-58e9-b576-1ac9cdc8a53e
PMC3865347	A p53 Drug Response Signature Identifies Prognostic Genes in High-Risk Neuroblastoma	pone.0079843.s002.xlsx	Class_effect-Unnamed_2	(**Table S1**)  Selected genes modulated by Nutlin-3a treatment. Genes differentially expressed between Nutlin-3a and Nutlin-3b treatment (class effect – Table S1) and between time points (time effect – Table S2) are listed.(XLSX)  Click here for additional data file	847	11	3.3946053946053945	0.00036129454674001824	0.013016211041724712	647d2206-acc9-5ed7-b40e-453928a12649
PMC6557520	Growth differentiation factor 11 (GDF11) has pronounced effects on skin biology	pone.0218035.s002.xls	Average_Ct-Unnamed_1	biology was analyzed using a custom-designed RT2 Profiler PCR Array (Qiagen) (Table 4 and **S1 File**)  Gene expression analysis results.(XLS)  Click here for additional data file	88	4	11.88111888111888	0.0003617607327299831	0.013016211041724712	3b62cac4-f953-5e71-aaa2-16f8dc1a519f
PMC6557520	Growth differentiation factor 11 (GDF11) has pronounced effects on skin biology	pone.0218035.s002.xls	Average_Delta_Ct-Unnamed_1	biology was analyzed using a custom-designed RT2 Profiler PCR Array (Qiagen) (Table 4 and **S1 File**)  Gene expression analysis results.(XLS)  Click here for additional data file	88	4	11.88111888111888	0.0003617607327299831	0.013016211041724712	3b62cac4-f953-5e71-aaa2-16f8dc1a519f
